-1179.9636860725411,35819.619489825964,1
-411.8407032223375,35945.77066822213,1
-1128.667439972629,37885.69580663758,1
1823.0953134743595,40012.97660401232,1
839.2376937239555,39777.55968689495,1
6009.619600785716,-11716.100387161747,11
6090.855084196209,-10494.860440296907,11
24603.901307536125,-12729.780092479536,11
744.9012859395039,40441.06982823695,1
-1829.2680181756411,38083.74280802621,1
-2645.379664268641,37510.209724362074,1
-245.70128270417405,37380.49888658766,1
-1440.1917923706728,36864.562034969116,1
3083.418636091982,-10384.051766732047,11
26495.54422374171,-11810.103544697447,11
-80.26035871396898,-11656.728489952697,11
-1249.3778006174607,36940.72860684475,1
-3533.848800275133,35917.78194534308,1
-1170.0372086646764,38117.20222930894,1
-11.708020454920545,41055.21374636695,1
-4045.772079245121,31608.645783340584,1
41719.796805757906,-7406.823655465075,9
41180.080958690836,-7495.003015700253,9
39520.573126993055,-6504.059743219937,9
26608.66304594538,-11028.4604588893,11
3141.1563282983225,-12083.03220440208,11
24736.879841866248,-11455.23760721589,11
5702.401138405178,33375.19051272651,2
4952.321841844181,30746.705399284325,2
4671.709902703692,32335.238129056856,2
4671.709902703692,32335.238129056856,2
2269.1215475710014,32106.43871223843,2
2450.275512045855,29865.653441810082,2
1893.7829822362166,28408.581813986195,2
1892.0859292664607,29540.789776090398,2
2537.71080422366,31539.983668631685,2
-1773.7239084203873,32931.17977802104,1
-5652.362591767351,31867.6227806172,1
-2398.577054581771,32897.43926303613,1
-2883.646526055119,35911.54782404535,1
-2459.9864256048745,32908.24338330937,1
45464.57898010044,-8152.624160163574,9
43934.26113871743,-8462.129677616402,9
41168.98464231483,-7711.893210474557,9
6310.650778119178,29742.1980332859,2
4823.62725357093,29904.660594210858,2
5940.024788171062,28526.007532923366,2
5940.024788171062,28526.007532923366,2
2830.1883359383896,31469.14598181095,2
2909.2291588644475,29694.81108987505,2
3367.0547709550146,29755.9819936256,2
3173.500837561978,30654.77627463992,2
1618.8961190059986,30878.225020002737,2
-3642.261904065053,33856.475878090954,1
-4838.772556554418,32278.863596803545,1
-5622.949125025791,32539.119508986103,1
-1986.9548630876466,36086.68458161989,1
400.75437357026095,38212.35843179931,1
45424.801208640056,-9214.99599456252,9
45042.953153150986,-9540.48986955045,9
44035.40428030706,-8918.466160071242,9
6991.475966707818,31082.05460138176,2
5336.965543842795,29822.65495240411,2
2941.8358218286276,28322.959213645354,2
1677.321519821227,31555.094770319683,2
1787.5487415973726,30169.260665122583,2
1799.9948234224833,32025.058424583738,2
1058.8125815577096,30254.375241914502,2
1802.058698810115,30309.68712148548,2
3826.5226016261827,29276.661588736126,2
3547.524888506879,33088.12288050546,2
5014.5082682892125,30981.915409892168,2
5504.008010870351,31017.802798599583,2
2606.1815976255884,27455.31700130515,2
3327.1444097866274,29751.0198397228,2
-242.87809980770416,30330.53233130008,2
774.3284420191153,29549.921819094096,2
826.5568738758332,28988.66387566833,2
2485.767510673635,29318.02030131665,2
14787.890673322489,-13468.403073475267,9
13902.794162400432,-13455.3243849703,9
15275.292016746913,-13259.108086372908,9
14855.982683811728,-12761.514695098578,9
13681.179069058875,-12514.542332458877,9
16470.39773264042,-13981.107727125576,9
16066.298398272253,-13744.949966606702,9
16832.70135524869,-12715.466956782047,9
14240.997075796633,-13166.661997332672,9
13822.254398468987,-13163.934950945377,9
881.8041660051857,29844.5594788442,2
1941.5843221853825,29373.022716986812,2
210667.42198954395,-21959.096262476804,8
211167.32985009268,-22168.573858668264,8
10046.159829117603,-14127.771545747659,9
10411.720649577073,-13969.465468433129,9
13312.27248274339,-13961.101095990087,9
15703.39318809875,-13751.018233530996,9
15610.531329862972,-13567.790455229431,9
834.9358153374612,24500.722662008833,2
385.92788183614755,26250.917520157887,2
206245.77602116714,-20267.3044017207,8
206930.16240303242,-20354.72893014707,8
12683.948149934009,-9838.625990418657,9
12945.06822141098,-11053.156727687525,9
9407.352925443385,-12987.26000908391,9
8637.640166427449,-13523.794810773827,9
8929.88384822026,-13551.106113934107,9
-17880.252349977465,26765.00811282284,4
-17349.921406748188,27490.33167563018,4
-27896.28922874347,13995.108025196843,4
-22032.30021430458,19112.28917522649,4
-20322.613995748303,20168.923471143702,4
-18119.601626899555,25775.75575960379,4
-26544.268519931942,15553.11964172087,4
-17510.43400908816,26019.67283358995,4
