-1179.9636860724845,35819.619489827215,2063.9647581368645,1
-411.8407032222348,35945.77066822342,2411.4084099219067,1
-1128.6674399725741,37885.69580663896,2670.198130363241,1
1823.0953134745107,40012.97660401376,2761.259984992291,1
839.2376937240928,39777.55968689637,2733.429615225796,1
6009.6196007857725,-11716.100387162147,-2447.8546486237265,11
6090.855084196224,-10494.86044029725,-3405.444332997181,11
24603.901307536766,-12729.780092479965,-3170.6511327151684,11
744.9012859396298,40441.06982823839,2950.3066760767024,1
-1829.268018175604,38083.74280802758,2982.7549456078013,1
-2645.3796642686416,37510.209724363405,3058.9233450916827,1
-245.70128270412002,37380.49888658901,2789.5240747205175,1
-1440.1917923706417,36864.56203497047,2679.2232517620414,1
3083.4186360919025,-10384.051766732393,-3341.8537606356804,11
26495.544223742385,-11810.103544697839,-3879.2359503737125,11
-80.26035871410457,-11656.728489953099,-2315.354006850568,11
-1249.3778006174132,36940.72860684608,2750.759922610511,1
-3533.8488002751556,35917.78194534437,2851.3768604203656,1
-1170.0372086646169,38117.20222931033,2961.5631283770217,1
-11.708020454819463,41055.2137463684,3326.3857797037426,1
-4045.7720792451737,31608.645783341737,2157.7038454205413,1
41719.796805759,-7406.823655465313,-5843.497276844918,9
41180.080958691884,-7495.00301570045,-5887.467723327686,9
39520.57312699411,-6504.059743220137,-5904.262863468673,9
26608.66304594604,-11028.460458889638,-4287.968575295168,11
3141.1563282983043,-12083.032204402503,-2122.1944157005573,11
24736.879841866867,-11455.237607216273,-4291.9839302968185,11
5702.401138405508,33375.19051272766,-394.50089628316715,2
4952.321841844488,30746.705399285376,-731.7616983359245,2
4671.709902703985,32335.238129057987,-576.1236275060022,2
4671.709902703985,32335.238129057987,-576.1236275060022,2
2269.1215475712265,32106.43871223955,229.57635973090967,2
2450.27551204609,29865.653441811115,-643.4168237547831,2
1893.7829822364342,28408.581813987174,-848.3547693053226,2
1892.0859292666737,29540.78977609142,-650.032901786001,2
2537.7108042239006,31539.98366863278,106.47643394327618,2
-1773.7239084203668,32931.179778022204,2182.9301896204242,1
-5652.362591767448,31867.62278061834,2434.6488577543646,1
-2398.5770545817577,32897.4392630373,2457.1750352341564,1
-2883.6465260551327,35911.54782404663,2721.2890240938955,1
-2459.9864256048877,32908.243383310575,2413.7362649901725,1
45464.57898010158,-8152.624160163807,-6768.641108441224,9
43934.2611387185,-8462.129677616618,-6208.365986762598,9
41168.98464231587,-7711.893210474764,-6143.484684743533,9
6310.650778119529,29742.198033286917,-1512.4891135767664,2
4823.627253571236,29904.660594211884,-1117.106116420359,2
5940.024788171407,28526.007532924345,-1731.8567916830052,2
5940.024788171407,28526.007532924345,-1731.8567916830052,2
2830.188335938623,31469.145981812046,-540.0926397048726,2
2909.2291588646744,29694.811089876068,-687.8082565099711,2
3367.0547709552757,29755.981993626632,-821.5249932174753,2
3173.5008375622383,30654.77627464097,-462.56698515034606,2
1618.8961190061777,30878.22502000383,60.81048522945443,2
